Row,Sample,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),First Attempt,Incorrects,Hints,Corrects,Condition,KC,Opportunity
1236,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,TRIANGLE_RECTANGLE,2,(AREA QUESTION1),02/01/1996 01:01,02/01/1996 01:01,02/01/1996 01:02,02/01/1996 01:02,21,.,21,incorrect,1,0,1,.,Non-area formula,126
1237,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,TRIANGLE_TRIANGLE,3,(AREA QUESTION1),02/01/1996 01:02,02/01/1996 01:02,02/01/1996 01:02,02/01/1996 01:02,1,.,1,incorrect,1,0,1,.,Non-area formula,127
1238,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,TRIANGLE_AREA,3,(AREA QUESTION1),02/01/1996 01:02,02/01/1996 01:02,02/01/1996 01:02,02/01/1996 01:02,0,0,.,correct,0,0,1,.,Non-area formula,128
1239,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_AREA,2,(RADIUS QUESTION3),02/01/1996 01:02,02/01/1996 01:02,02/01/1996 01:02,02/01/1996 01:02,1,.,1,incorrect,1,0,1,.,Non-area formula,129
1240,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_AREA,2,(DIAMETER QUESTION3),02/01/1996 01:02,02/01/1996 01:02,02/01/1996 01:02,02/01/1996 01:02,6,6,.,correct,0,0,1,.,Area formula,85
1241,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_AREA,2,(CIRCUMFERENCE QUESTION3),02/01/1996 01:02,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,3,3,.,correct,0,0,1,.,Area formula,86
1242,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_CIRCUMFERENCE,2,(DIAMETER QUESTION4),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,1,.,1,incorrect,1,0,1,.,Area formula,87
1243,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_CIRCUMFERENCE,2,(RADIUS QUESTION4),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,5,.,5,incorrect,1,0,1,.,Area formula,88
1244,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_CIRCUMFERENCE,2,(AREA QUESTION4),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,5,5,.,correct,0,0,1,.,Non-area formula,130
1245,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,TRIANGLE_TRIANGLE,4,(AREA QUESTION1),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,0,0,.,correct,0,0,1,.,Non-area formula,131
1246,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(RADIUS QUESTION1),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,0,0,.,correct,0,0,1,.,Area formula,89
1247,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(DIAMETER QUESTION2),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,3,3,.,correct,0,0,1,.,Area formula,90
1248,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(AREA QUESTION1),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,4,4,.,correct,0,0,1,.,Non-area formula,132
1249,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(AREA QUESTION2),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,7,7,.,correct,0,0,1,.,Non-area formula,133
1250,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(CIRCUMFERENCE QUESTION1),02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,02/01/1996 01:03,6,.,6,incorrect,1,0,1,.,Area formula,91
1251,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(CIRCUMFERENCE QUESTION2),02/01/1996 01:03,02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,12,12,.,correct,0,0,1,.,Area formula,92
1252,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(RADIUS QUESTION3),02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,6,6,.,correct,0,0,1,.,Non-area formula,134
1253,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(DIAMETER QUESTION3),02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,13,13,.,correct,0,0,1,.,Area formula,93
1254,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(DIAMETER QUESTION4),02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,3,3,.,correct,0,0,1,.,Area formula,94
1255,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(RADIUS QUESTION4),02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,2,2,.,correct,0,0,1,.,Area formula,95
1256,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(CIRCUMFERENCE QUESTION3),02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,3,3,.,correct,0,0,1,.,Area formula,96
1257,All Data,Stu_58d8c63d6e15a65f05b2e59e0a285d8f,Unit Area,CIRCLE_O,2,(AREA QUESTION4),02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,02/01/1996 01:04,11,11,.,correct,0,0,1,.,Non-area formula,135
1258,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,PENTAGON,1,(AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,0,0,.,correct,0,0,1,.,Non-area formula,1
1259,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,PENTAGON,1,(APOTHEM QUESTION2),02/01/1996 00:00,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,39,39,.,correct,0,0,1,.,Non-area formula,2
1260,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,PENTAGON,1,(SIDE QUESTION3),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,27,27,.,correct,0,0,1,.,Non-area formula,3
1261,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,PENTAGON_ABCDE,1,(AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,0,0,.,correct,0,0,1,.,Non-area formula,4
1262,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,PENTAGON_ABCDE,1,(APOTHEM QUESTION2),02/01/1996 00:01,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,18,18,.,correct,0,0,1,.,Non-area formula,5
1263,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,PENTAGON_ABCDE,1,(SIDE QUESTION3),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,14,14,.,correct,0,0,1,.,Non-area formula,6
1264,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,LAWN_SPRINKLER,1,(AREA QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,0,0,.,correct,0,0,1,.,Non-area formula,7
1265,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,COVERING_POOL,1,(RADIUS QUESTION1),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,1,.,1,incorrect,1,0,1,.,Non-area formula,8
1266,All Data,Stu_657d6aef6740774a3299d591ae114bea,Unit Area,COVERING_POOL,1,(DIAMETER QUESTION1),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,3,.,3,incorrect,1,0,1,.,Area formula,1
1267,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,RECTANGLE_ABCD,1,(AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,0,0,.,correct,0,0,1,.,Non-area formula,1
1268,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,RECTANGLE_ABCD,1,(HEIGHT QUESTION2),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,9,9,.,correct,0,0,1,.,Non-area formula,2
1269,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,RECTANGLE_ABCD,1,(BASE QUESTION3),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,11,11,.,correct,0,0,1,.,Non-area formula,3
1270,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,BUILDING_A_SIDEWALK,1,(POOL-AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,1,.,1,incorrect,1,0,1,.,Non-area formula,4
1271,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,BUILDING_A_SIDEWALK,1,(LARGE-RECTANGLE-AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,02/01/1996 00:00,16,16,.,correct,0,0,1,.,Non-area formula,5
1272,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,BUILDING_A_SIDEWALK,1,(SIDEWALK-AREA QUESTION1),02/01/1996 00:00,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,13,.,13,incorrect,1,0,1,.,Area formula,1
1273,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,BUILDING_A_SIDEWALK,1,(POOL-AREA QUESTION2),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,16,16,.,correct,0,0,1,.,Non-area formula,6
1274,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,BUILDING_A_SIDEWALK,1,(LARGE-RECTANGLE-AREA QUESTION2),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,4,4,.,correct,0,0,1,.,Non-area formula,7
1275,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,BUILDING_A_SIDEWALK,1,(POOL-AREA QUESTION3),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,5,.,5,incorrect,1,0,1,.,Non-area formula,8
1276,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,BUILDING_A_SIDEWALK,1,(LARGE-RECTANGLE-AREA QUESTION3),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,5,.,5,incorrect,1,0,1,.,Non-area formula,9
1277,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,BUILDING_A_SIDEWALK,1,(SIDEWALK-AREA QUESTION3),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,4,4,.,correct,0,0,1,.,Area formula,2
1278,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PARALLELOGRAM_ABDE,1,(AREA QUESTION1),02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,02/01/1996 00:01,0,0,.,correct,0,0,1,.,Non-area formula,10
1279,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PARALLELOGRAM_ABDE,1,(HEIGHT QUESTION2),02/01/1996 00:01,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,6,6,.,correct,0,0,1,.,Non-area formula,11
1280,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PARALLELOGRAM_ABDE,1,(BASE QUESTION3),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,8,.,8,incorrect,1,0,1,.,Non-area formula,12
1281,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,SQUARE_ABCD,1,(AREA QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,0,0,.,correct,0,0,1,.,Non-area formula,13
1282,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,SQUARE_ABCD,1,(HEIGHT QUESTION2),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,5,5,.,correct,0,0,1,.,Non-area formula,14
1283,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,SQUARE_ABCD,1,(BASE QUESTION3),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,5,5,.,correct,0,0,1,.,Non-area formula,15
1284,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION1),02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,02/01/1996 00:02,1,.,1,incorrect,1,0,1,.,Non-area formula,16
1285,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION2),02/01/1996 00:02,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,47,47,.,correct,0,0,1,.,Non-area formula,17
1286,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(DOOR-AREA QUESTION3),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,4,4,.,correct,0,0,1,.,Non-area formula,18
1287,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(WALL-AREA QUESTION1),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,4,4,.,correct,0,0,1,.,Non-area formula,19
1288,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(WALL-AREA QUESTION2),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,7,7,.,correct,0,0,1,.,Non-area formula,20
1289,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(WALL-AREA QUESTION3),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,7,7,.,correct,0,0,1,.,Non-area formula,21
1290,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION1),02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,02/01/1996 00:03,10,.,10,incorrect,1,0,1,.,Area formula,3
1291,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION2),02/01/1996 00:03,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,22,22,.,correct,0,0,1,.,Area formula,4
1292,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,1,(PAINTED-AREA QUESTION3),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,11,11,.,correct,0,0,1,.,Area formula,5
1293,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,RECTANGLE_AREA,1,(AREA QUESTION1),02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,02/01/1996 00:04,0,0,.,correct,0,0,1,.,Non-area formula,22
1294,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,RECTANGLE_HEIGHT,1,(HEIGHT QUESTION2),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,0,0,.,correct,0,0,1,.,Non-area formula,23
1295,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PARALLELOGRAM_AREA,1,(AREA QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,0,0,.,correct,0,0,1,.,Non-area formula,24
1296,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,SQUARE_AREA,1,(AREA QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,0,0,.,correct,0,0,1,.,Non-area formula,25
1297,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(DOOR-AREA QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,0,0,.,correct,0,0,1,.,Non-area formula,26
1298,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(DOOR-AREA QUESTION2),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,4,4,.,correct,0,0,1,.,Non-area formula,27
1299,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(DOOR-AREA QUESTION3),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,2,2,.,correct,0,0,1,.,Non-area formula,28
1300,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(WALL-AREA QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,4,4,.,correct,0,0,1,.,Non-area formula,29
1301,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(WALL-AREA QUESTION2),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,5,5,.,correct,0,0,1,.,Non-area formula,30
1302,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(WALL-AREA QUESTION3),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,5,5,.,correct,0,0,1,.,Non-area formula,31
1303,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(PAINTED-AREA QUESTION1),02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,02/01/1996 00:05,6,6,.,correct,0,0,1,.,Area formula,6
1304,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(PAINTED-AREA QUESTION2),02/01/1996 00:05,02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,24,24,.,correct,0,0,1,.,Area formula,7
1305,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PAINTING_THE_WALL,2,(PAINTED-AREA QUESTION3),02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,16,16,.,correct,0,0,1,.,Area formula,8
1306,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,1,(AREA QUESTION1),02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:06,02/01/1996 00:08,118,.,118,incorrect,2,0,2,.,Non-area formula,32
1307,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,1,(HEIGHT QUESTION3),02/01/1996 00:08,02/01/1996 00:08,02/01/1996 00:08,02/01/1996 00:08,7,.,7,incorrect,1,0,1,.,Non-area formula,33
1308,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,1,(LONGER-BASE QUESTION2),02/01/1996 00:08,02/01/1996 00:09,02/01/1996 00:09,02/01/1996 00:09,25,.,25,incorrect,1,0,1,.,Non-area formula,34
1309,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_AREA,1,(AREA QUESTION1),02/01/1996 00:09,02/01/1996 00:09,02/01/1996 00:09,02/01/1996 00:09,1,.,1,incorrect,1,0,1,.,Non-area formula,35
1310,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_HEIGHT,1,(HEIGHT QUESTION3),02/01/1996 00:09,02/01/1996 00:09,02/01/1996 00:09,02/01/1996 00:09,1,.,1,incorrect,1,0,1,.,Non-area formula,36
1311,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_BASE,1,(LONGER-BASE QUESTION2),02/01/1996 00:09,02/01/1996 00:09,02/01/1996 00:09,02/01/1996 00:09,0,0,.,correct,0,0,1,.,Non-area formula,37
1312,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,2,(AREA QUESTION1),02/01/1996 00:10,02/01/1996 00:10,02/01/1996 00:10,02/01/1996 00:11,13,13,.,correct,1,0,2,.,Non-area formula,38
1313,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,2,(LONGER-BASE QUESTION2),02/01/1996 00:10,02/01/1996 00:11,02/01/1996 00:11,02/01/1996 00:12,67,67,.,correct,1,0,2,.,Non-area formula,39
1314,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,2,(HEIGHT QUESTION3),02/01/1996 00:11,02/01/1996 00:11,02/01/1996 00:11,02/01/1996 00:13,84,.,84,incorrect,2,0,2,.,Non-area formula,40
1315,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_AREA,2,(AREA QUESTION1),02/01/1996 00:13,02/01/1996 00:13,02/01/1996 00:13,02/01/1996 00:13,0,0,.,correct,0,0,1,.,Non-area formula,41
1316,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_HEIGHT,2,(HEIGHT QUESTION3),02/01/1996 00:14,02/01/1996 00:14,02/01/1996 00:14,02/01/1996 00:14,1,.,1,incorrect,1,0,1,.,Non-area formula,42
1317,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_BASE,2,(LONGER-BASE QUESTION2),02/01/1996 00:15,02/01/1996 00:15,02/01/1996 00:15,02/01/1996 00:15,1,.,1,incorrect,1,0,1,.,Non-area formula,43
1318,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,3,(AREA QUESTION1),02/01/1996 00:16,02/01/1996 00:16,02/01/1996 00:16,02/01/1996 00:16,0,0,.,correct,0,0,1,.,Non-area formula,44
1319,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,3,(LONGER-BASE QUESTION2),02/01/1996 00:16,02/01/1996 00:16,02/01/1996 00:16,02/01/1996 00:16,23,23,.,correct,0,0,1,.,Non-area formula,45
1320,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_ABCD,3,(HEIGHT QUESTION3),02/01/1996 00:16,02/01/1996 00:17,02/01/1996 00:17,02/01/1996 00:17,44,44,.,correct,0,0,1,.,Non-area formula,46
1321,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_HEIGHT,3,(HEIGHT QUESTION3),02/01/1996 00:18,02/01/1996 00:18,02/01/1996 00:18,02/01/1996 00:18,0,0,.,correct,0,0,1,.,Non-area formula,47
1322,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_BASE,3,(LONGER-BASE QUESTION2),02/01/1996 00:18,02/01/1996 00:18,02/01/1996 00:18,02/01/1996 00:18,0,0,.,correct,0,0,1,.,Non-area formula,48
1323,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_HEIGHT,4,(HEIGHT QUESTION3),02/01/1996 00:19,02/01/1996 00:19,02/01/1996 00:19,02/01/1996 00:19,0,0,.,correct,0,0,1,.,Non-area formula,49
1324,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRAPEZOID_BASE,4,(LONGER-BASE QUESTION2),02/01/1996 00:20,02/01/1996 00:20,02/01/1996 00:20,02/01/1996 00:20,0,0,.,correct,0,0,1,.,Non-area formula,50
1325,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRIANGLE_ABC,1,(AREA QUESTION1),02/01/1996 00:20,02/01/1996 00:20,02/01/1996 00:20,02/01/1996 00:20,0,0,.,correct,0,0,1,.,Non-area formula,51
1326,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRIANGLE_ABC,1,(HEIGHT QUESTION2),02/01/1996 00:20,02/01/1996 00:21,02/01/1996 00:21,02/01/1996 00:21,17,.,17,incorrect,1,0,1,.,Non-area formula,52
1327,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRIANGLE_ABC,1,(BASE QUESTION3),02/01/1996 00:21,02/01/1996 00:21,02/01/1996 00:21,02/01/1996 00:21,9,9,.,correct,0,0,1,.,Non-area formula,53
1328,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRIANGLE_TRIANGLE,1,(AREA QUESTION1),02/01/1996 00:21,02/01/1996 00:21,02/01/1996 00:21,02/01/1996 00:21,1,.,1,incorrect,1,0,1,.,Non-area formula,54
1329,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PENTAGON,1,(AREA QUESTION1),02/01/1996 00:22,02/01/1996 00:22,02/01/1996 00:22,02/01/1996 00:22,48,48,.,correct,1,0,2,.,Non-area formula,55
1330,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PENTAGON,1,(APOTHEM QUESTION2),02/01/1996 00:22,02/01/1996 00:23,02/01/1996 00:23,02/01/1996 00:23,37,.,37,incorrect,1,0,1,.,Non-area formula,56
1331,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,PENTAGON,1,(SIDE QUESTION3),02/01/1996 00:23,02/01/1996 00:24,02/01/1996 00:24,02/01/1996 00:24,54,.,54,incorrect,1,0,1,.,Non-area formula,57
1332,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRIANGLE_RECTANGLE,1,(BASE QUESTION1),02/01/1996 00:25,02/01/1996 00:25,02/01/1996 00:25,02/01/1996 00:25,1,.,1,incorrect,1,0,1,.,Area formula,9
1333,All Data,Stu_671ccc3ef2c091b6b6d76b34e3d19a8f,Unit Area,TRIANGLE_RECTANGLE,1,(AREA QUESTION1),02/01/1996 00:25,02/01/1996 00:26,02/01/1996 00:26,02/01/1996 00:26,43,.,43,incorrect,1,0,1,.,Non-area formula,58
